rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
12728	DUSP28	dual specificity phosphatase 28	67157	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12729	DUSP6	dual specificity phosphatase 6	392381	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12730	DUSP7	dual specificity phosphatase 7	336464	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12731	DUT	deoxyuridine triphosphatase	203950	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12732	DUXA	double homeobox A	288130	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12733	DVL3	dishevelled, dsh homolog 3 (Drosophila)	813137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12734	DYDC2	DPY30 domain containing 2	243813	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12735	DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1	895171	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12736	DYNC1I2	dynein, cytoplasmic 1, intermediate chain 2	822408	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12737	DYNC1LI1	dynein, cytoplasmic 1, light intermediate chain 1	654538	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12738	DYNC2LI1	dynein, cytoplasmic 2, light intermediate chain 1	548302	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12739	DYNLL1	dynein, light chain, LC8-type 1	122899	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12740	DYNLL2	dynein, light chain, LC8-type 2	124794	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12741	DYNLRB1	dynein, light chain, roadblock-type 1	137973	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12742	DYNLRB2	dynein, light chain, roadblock-type 2	136476	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12743	DYNLT1	dynein, light chain, Tctex-type 1	157732	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12744	DYNLT3	dynein, light chain, Tctex-type 3	150789	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12745	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	560719	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12746	DYSFIP1	dysferlin interacting protein 1	167874	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12747	DYTN	dystrotelin	800641	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12748	DZIP1	DAZ interacting protein 1	1129302	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12749	DZIP3	DAZ interacting protein 3, zinc finger	1668604	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12750	E2F2	E2F transcription factor 2	503190	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12751	E2F3	E2F transcription factor 3	540058	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12752	E2F4	E2F transcription factor 4, p107/p130-binding	489104	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12753	E2F6	E2F transcription factor 6	338629	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12754	E4F1	E4F transcription factor 1	595389	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12755	EAF1	ELL associated factor 1	309499	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12756	EARS2	glutamyl-tRNA synthetase 2, mitochondrial (putative)	626973	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12757	EBAG9	estrogen receptor binding site associated, antigen, 9	297562	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12758	EBF1	early B-cell factor 1	786857	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12759	EBI3	Epstein-Barr virus induced gene 3	249651	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12760	EBP	emopamil binding protein (sterol isomerase)	297366	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12761	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	84185	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12762	EDA2R	ectodysplasin A2 receptor	340386	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12763	EDAR	ectodysplasin A receptor	589749	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12764	EDARADD	EDAR-associated death domain	295188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12765	EDDM3A	epididymal protein 3A	201111	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12766	EDDM3B	epididymal protein 3B	201060	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12767	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	711286	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12768	EDEM3	ER degradation enhancer, mannosidase alpha-like 3	1256644	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12769	EDF1	endothelial differentiation-related factor 1	204604	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12770	EDN1	endothelin 1	287661	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12771	EDN2	endothelin 2	194092	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12772	EDNRA	endothelin receptor type A	589534	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12773	EED	embryonic ectoderm development	618018	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12774	EEF1B2	eukaryotic translation elongation factor 1 beta 2	304932	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12775	EEF1D	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	531945	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12776	EEF2	eukaryotic translation elongation factor 2	955111	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12777	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	732271	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12778	EFCAB1	EF-hand calcium binding domain 1	296498	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12779	EFCAB4A	EF-hand calcium binding domain 4A	216668	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12780	EFCAB4B	EF-hand calcium binding domain 4B	800735	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12781	EFCAB7	EF-hand calcium binding domain 7	870777	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12782	EFCAB9	EF-hand calcium binding domain 9	71361	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12783	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	681738	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12784	EFHA1	EF-hand domain family, member A1	543113	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12785	EFHA2	EF-hand domain family, member A2	577693	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12786	EFHB	EF-hand domain family, member B	1127767	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12787	EFHC1	EF-hand domain (C-terminal) containing 1	881284	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12788	EFHD2	EF-hand domain family, member D2	213737	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12789	EFNA1	ephrin-A1	279749	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12790	EFNA2	ephrin-A2	137473	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12791	EFNA4	ephrin-A4	303203	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12792	EFNA5	ephrin-A5	300465	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12793	EFNB2	ephrin-B2	455406	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12794	EFR3B	EFR3 homolog B (S. cerevisiae)	534350	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12795	EFTUD1	elongation factor Tu GTP binding domain containing 1	1529469	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12796	EGFL8	EGF-like-domain, multiple 8	261190	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12797	EGLN1	egl nine homolog 1 (C. elegans)	325188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12798	EGLN3	egl nine homolog 3 (C. elegans)	277158	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12799	EGR4	early growth response 4	324040	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12800	EHD3	EH-domain containing 3	708930	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12801	EHF	ets homologous factor	416937	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12802	EI24	etoposide induced 2.4 mRNA	434469	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12803	EID1	EP300 interacting inhibitor of differentiation 1	237061	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12804	EID2	EP300 interacting inhibitor of differentiation 2	198919	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12805	EID2B	EP300 interacting inhibitor of differentiation 2B	138877	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12806	EIF1AD	eukaryotic translation initiation factor 1A domain containing	233005	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12807	EIF1AX	eukaryotic translation initiation factor 1A, X-linked	199079	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12808	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked	111180	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12809	EIF1B	eukaryotic translation initiation factor 1B	159693	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12810	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	702104	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12811	EIF2C1	eukaryotic translation initiation factor 2C, 1	1181776	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12812	EIF2C2	eukaryotic translation initiation factor 2C, 2	1127026	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12813	EIF2C3	eukaryotic translation initiation factor 2C, 3	1190733	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12814	EIF2C4	eukaryotic translation initiation factor 2C, 4	1180397	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12815	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa	439572	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12816	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	643291	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12817	EIF3D	eukaryotic translation initiation factor 3, subunit D	766692	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12818	EIF3G	eukaryotic translation initiation factor 3, subunit G	421576	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12819	EIF3H	eukaryotic translation initiation factor 3, subunit H	490419	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12820	EIF3I	eukaryotic translation initiation factor 3, subunit I	459757	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12821	EIF3K	eukaryotic translation initiation factor 3, subunit K	310374	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12822	EIF4A1	eukaryotic translation initiation factor 4A, isoform 1	555340	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12823	EIF4E3	eukaryotic translation initiation factor 4E family member 3	211049	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12824	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	96097	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12825	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	119391	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12826	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3	94783	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12827	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	1355191	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12828	EIF5A2	eukaryotic translation initiation factor 5A2	215339	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12829	EIF5B	eukaryotic translation initiation factor 5B	1670737	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12830	EIF6	eukaryotic translation initiation factor 6	353392	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12831	ELANE	elastase, neutrophil expressed	217887	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12832	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	447435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12833	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	479681	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12834	ELF5	E74-like factor 5 (ets domain transcription factor)	370571	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12835	ELL	elongation factor RNA polymerase II	593977	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12836	ELL3	elongation factor RNA polymerase II-like 3	538035	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12837	ELMO2	engulfment and cell motility 2	995466	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12838	ELMOD1	ELMO/CED-12 domain containing 1	420636	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12839	ELMOD2	ELMO/CED-12 domain containing 2	409751	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12840	ELOF1	elongation factor 1 homolog (S. cerevisiae)	118655	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12841	ELOVL3	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3	373277	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12842	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	360920	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12843	EMCN	endomucin	372819	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12844	EMD	emerin (Emery-Dreifuss muscular dystrophy)	279210	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12845	EMID1	EMI domain containing 1	443138	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12846	EMID2	EMI domain containing 2	409775	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12847	EML3	echinoderm microtubule associated protein like 3	1007485	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12848	EMP1	epithelial membrane protein 1	220734	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12849	EMP3	epithelial membrane protein 3	218033	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12850	EMX2	empty spiracles homeobox 2	207676	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12851	EN1	engrailed homeobox 1	227144	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12852	ENAH	enabled homolog (Drosophila)	768924	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12853	ENDOD1	endonuclease domain containing 1	559556	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12854	ENDOG	endonuclease G	135442	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12855	ENDOU	endonuclease, polyU-specific	506521	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12856	ENG	endoglin (Osler-Rendu-Weber syndrome 1)	729398	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12857	ENGASE	endo-beta-N-acetylglucosaminidase	866688	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12858	ENKUR	enkurin, TRPC channel interacting protein	357895	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12859	ENOPH1	enolase-phosphatase 1	364142	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12860	ENOX2	ecto-NOX disulfide-thiol exchanger 2	842227	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12861	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	1184696	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12862	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)	647202	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12863	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	593651	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12864	ENSA	endosulfine alpha	268437	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12865	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	739441	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12866	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	731135	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12867	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	842314	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12868	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative function)	635896	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12869	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	836756	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12870	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	500591	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12871	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	964460	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12872	EPB49	erythrocyte membrane protein band 4.9 (dematin)	515193	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12873	EPCAM	epithelial cell adhesion molecule	407489	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12874	EPDR1	ependymin related protein 1 (zebrafish)	325484	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12875	EPGN	epithelial mitogen homolog (mouse)	188008	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12876	EPHA2	EPH receptor A2	1151140	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12877	EPHB3	EPH receptor B3	1221021	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12878	EPHX3	epoxide hydrolase 3	392904	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12879	EPHX4	epoxide hydrolase 4	438207	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12880	EPM2AIP1	EPM2A (laforin) interacting protein 1	738159	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12881	EPN3	epsin 3	680744	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12882	EPO	erythropoietin	240057	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12883	EPOR	erythropoietin receptor	493788	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12884	EPS8L3	EPS8-like 3	809459	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12885	EPSTI1	epithelial stromal interaction 1 (breast)	537256	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12886	ERAS	ES cell expressed Ras	181627	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12887	ERC2	ELKS/RAB6-interacting/CAST family member 2	1304057	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12888	ERCC6L	excision repair cross-complementing rodent repair deficiency, complementation group 6-like	1652798	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12889	EREG	epiregulin	230699	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12890	ERGIC1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	392175	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12891	ERGIC3	ERGIC and golgi 3	533017	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12892	ERH	enhancer of rudimentary homolog (Drosophila)	148959	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12893	ERI1	exoribonuclease 1	432782	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12894	ERI3	ERI1 exoribonuclease family member 3	431960	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12895	ERLEC1	endoplasmic reticulum lectin 1	669222	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12896	ERMAP	erythroblast membrane-associated protein (Scianna blood group)	637760	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12897	ERO1L	ERO1-like (S. cerevisiae)	608857	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12898	ERO1LB	ERO1-like beta (S. cerevisiae)	611076	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12899	ERP29	endoplasmic reticulum protein 29	339429	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12900	ERV3	endogenous retroviral sequence 3 (includes zinc finger protein H-plk/HPF9)	733454	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12901	ERVFRDE1	[Not Available]	542552	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12902	ESD	esterase D/formylglutathione hydrolase	393942	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12903	ESPNL	espin-like	419221	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12904	ESR1	estrogen receptor 1	664278	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12905	ESRRA	estrogen-related receptor alpha	392528	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12906	ESRRG	estrogen-related receptor gamma	632310	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
